subj,dataset,analysis,split_num,splitA,splitB,condition,pearsonr
humanvshuman,edge,humanvshuman_splithalves,57,['subject-01' 'subject-03' 'subject-04' 'subject-05' 'subject-07'],['subject-02' 'subject-06' 'subject-08' 'subject-09' 'subject-10'],0,0.6845164143772753
humanvshuman,edge,humanvshuman_splithalves,58,['subject-01' 'subject-03' 'subject-04' 'subject-05' 'subject-08'],['subject-02' 'subject-06' 'subject-07' 'subject-09' 'subject-10'],0,0.6739588656710636
humanvshuman,edge,humanvshuman_splithalves,59,['subject-01' 'subject-03' 'subject-04' 'subject-05' 'subject-09'],['subject-02' 'subject-06' 'subject-07' 'subject-08' 'subject-10'],0,0.7159374071288712
humanvshuman,edge,humanvshuman_splithalves,60,['subject-01' 'subject-03' 'subject-04' 'subject-05' 'subject-10'],['subject-02' 'subject-06' 'subject-07' 'subject-08' 'subject-09'],0,0.7416157491224161
humanvshuman,edge,humanvshuman_splithalves,61,['subject-01' 'subject-03' 'subject-04' 'subject-06' 'subject-07'],['subject-02' 'subject-05' 'subject-08' 'subject-09' 'subject-10'],0,0.7083751574090081
humanvshuman,edge,humanvshuman_splithalves,62,['subject-01' 'subject-03' 'subject-04' 'subject-06' 'subject-08'],['subject-02' 'subject-05' 'subject-07' 'subject-09' 'subject-10'],0,0.7064676388519262
humanvshuman,edge,humanvshuman_splithalves,63,['subject-01' 'subject-03' 'subject-04' 'subject-06' 'subject-09'],['subject-02' 'subject-05' 'subject-07' 'subject-08' 'subject-10'],0,0.7311690396471964
humanvshuman,edge,humanvshuman_splithalves,64,['subject-01' 'subject-03' 'subject-04' 'subject-06' 'subject-10'],['subject-02' 'subject-05' 'subject-07' 'subject-08' 'subject-09'],0,0.7490547252530515
humanvshuman,edge,humanvshuman_splithalves,65,['subject-01' 'subject-03' 'subject-04' 'subject-07' 'subject-08'],['subject-02' 'subject-05' 'subject-06' 'subject-09' 'subject-10'],0,0.7214963166208131
humanvshuman,edge,humanvshuman_splithalves,66,['subject-01' 'subject-03' 'subject-04' 'subject-07' 'subject-09'],['subject-02' 'subject-05' 'subject-06' 'subject-08' 'subject-10'],0,0.6622548970860245
humanvshuman,edge,humanvshuman_splithalves,67,['subject-01' 'subject-03' 'subject-04' 'subject-07' 'subject-10'],['subject-02' 'subject-05' 'subject-06' 'subject-08' 'subject-09'],0,0.7066627404434178
humanvshuman,edge,humanvshuman_splithalves,68,['subject-01' 'subject-03' 'subject-04' 'subject-08' 'subject-09'],['subject-02' 'subject-05' 'subject-06' 'subject-07' 'subject-10'],0,0.7388074364152092
humanvshuman,edge,humanvshuman_splithalves,69,['subject-01' 'subject-03' 'subject-04' 'subject-08' 'subject-10'],['subject-02' 'subject-05' 'subject-06' 'subject-07' 'subject-09'],0,0.8038769731893247
humanvshuman,edge,humanvshuman_splithalves,70,['subject-01' 'subject-03' 'subject-04' 'subject-09' 'subject-10'],['subject-02' 'subject-05' 'subject-06' 'subject-07' 'subject-08'],0,0.7315910377049876
humanvshuman,edge,humanvshuman_splithalves,71,['subject-01' 'subject-03' 'subject-05' 'subject-06' 'subject-07'],['subject-02' 'subject-04' 'subject-08' 'subject-09' 'subject-10'],0,0.7730897858449024
humanvshuman,edge,humanvshuman_splithalves,72,['subject-01' 'subject-03' 'subject-05' 'subject-06' 'subject-08'],['subject-02' 'subject-04' 'subject-07' 'subject-09' 'subject-10'],0,0.7090754022826549
humanvshuman,edge,humanvshuman_splithalves,73,['subject-01' 'subject-03' 'subject-05' 'subject-06' 'subject-09'],['subject-02' 'subject-04' 'subject-07' 'subject-08' 'subject-10'],0,0.78250688396756
humanvshuman,edge,humanvshuman_splithalves,74,['subject-01' 'subject-03' 'subject-05' 'subject-06' 'subject-10'],['subject-02' 'subject-04' 'subject-07' 'subject-08' 'subject-09'],0,0.7623891477355867
humanvshuman,edge,humanvshuman_splithalves,75,['subject-01' 'subject-03' 'subject-05' 'subject-07' 'subject-08'],['subject-02' 'subject-04' 'subject-06' 'subject-09' 'subject-10'],0,0.719895518881357
humanvshuman,edge,humanvshuman_splithalves,76,['subject-01' 'subject-03' 'subject-05' 'subject-07' 'subject-09'],['subject-02' 'subject-04' 'subject-06' 'subject-08' 'subject-10'],0,0.7071900091844956
